Gene_name	Cilia_comments	Cilium_comments	Centrosome_comments	Flagella_comments	Flagellum_comments	Cilia	Cilium	Centrosome	Flagella	Flagellum
CEACAM21	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PAFAH1B1	NA	NA	Localized to the centrosome.,centrosome,centrosome,centrosome	NA	NA	NO	NO	YES	NO	NO
NOS2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DNAH9	Expression in motile cilia.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells - Cilium organization,Endometrial ciliated cells,Respiratory ciliated cells,Ciliated cells - Cilium organization,Respiratory epithelium and fallopian tubes showed strong ciliary staining with moderate cytoplasmic positivity. Subset of neuronal cells in cerebral cortex and endometrial glands displayed moderate cytoplasmic positivity. Other normal tissues were generally negative.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	Ciliated cells - Cilium organization,Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
KIAA0100	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SLC13A2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GAS7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TRAPPC6A	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
MATK	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CEACAM7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CD79B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SCN4A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ST7L	NA	NA	Localized to the centrosome.,centrosome,centrosome	NA	NA	NO	NO	YES	NO	NO
TKTL1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PAX6	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RPUSD1	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
RHBDF1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
LUC7L	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CACNA2D2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
BAIAP3	Endometrial ciliated cells,Respiratory ciliated cells,Ciliated cells - Cilium organization	Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
TSR3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PIGQ	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CRAMP1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TEAD3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SELE	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DNAJC11	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FMO3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MYLIP	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NOX1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
E2F2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PSMB1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SYN1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
JARID2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CDKL5	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
CAMK1G	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CDK11A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NADK	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TFAP2B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TFAP2D	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DLEC1	Distinct expression in motile cilia and cells in testis.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells - Cilium organization,Endometrial ciliated cells,Respiratory ciliated cells,Ciliated cells - Cilium organization,Strong cytoplasmic staining in subsets of cells in basal layers of ductus seminiferous in testis, cilia in respiratory epithelia and fallopian tube. Weak to moderate cytoplasmic staining in a few other tissues.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	Ciliated cells - Cilium organization,Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
CYTH3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ADAM22	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SYPL1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CYB561	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Endometrial ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
SPAG9	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CELSR3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
AASS	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
PLEKHG6	NA	NA	Mainly localized to the cell junctions. In addition localized to the centrosome.,centrosome,centrosome	NA	NA	NO	NO	YES	NO	NO
SS18L2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MPND	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MGST1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CRY1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PGLYRP1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NFIX	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ST3GAL1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MMP25	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
IL32	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PKD1	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
MAPK8IP2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MED24	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RHOBTB2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
HEATR5B	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SEC62	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
RPS20	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CSDE1	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
UBE3C	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
REV3L	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TENM1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PAX7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MASP2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
IYD	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FAM76A	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TRAF3IP3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
POMT2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
VTA1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MLXIPL	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
BAZ1B	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
RANBP9	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ETV7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SPRTN	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
EEF1AKNMT	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
DYRK4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF207	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
UQCRC1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
STARD3NL	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CD9	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
HHATL	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NCAPD2	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Normal tissues showed moderate to strong cytoplasmic and/or nuclear staining. Cilia of respiratory epithelia and fallopian tubes were distinctly stained. Lung alveolar cells, hepatocytes, pancreas, parathyroid, cells in glomeruli, smooth muscle and cells in the CNS were weakly stained or negative.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
IFFO1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
GIPR	Respiratory ciliated cells,Ciliated cells - Cilium organization	Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
PHF7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SEMA3G	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NISCH	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
STAB1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FUZ	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SLC6A13	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
IDS	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
PRSS3	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ZNF200	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CD4	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
LRRC23	Distinct expression in motile cilia and flagella.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells - Cilium organization,Endometrial ciliated cells,Respiratory ciliated cells,Ciliated cells - Cilium organization,Thyroid glands showed moderate cytoplasmic and nuclear positivity. Cilia in respiratory epithelium and  fallopian tubes displayed moderate immunoreactivity. Subset of cells in gastrointestinal tract, neurons in cerebral cortex, testis, skeletal and smooth muscle cells displayed weak staining. Other normal tissues were negative.,Ciliated cells in respiratory epithelia, fallopian tube and uterus were strongly stained. Cells in seminiferus ducts of testis showed moderate cytoplasmic positivity. Remaining normal tissues were negative.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	Ciliated cells - Cilium organization,Ciliated cells - Cilium organization	NA	Distinct expression in motile cilia and flagella.	NA	YES	YES	NO	YES	NO
BTK	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
HFE	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SCMH1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FYN	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
HIVEP2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
FMO1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
ELOA	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
LYPLA2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
CLCN6	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MRC2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
NME1-NME2	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
SLC6A7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TSPAN9	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
BTBD7	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
APBA3	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
MKS1	Respiratory ciliated cells,Ciliated cells - Cilium organization	Ciliated cells - Cilium organization	NA	NA	NA	YES	YES	NO	NO	NO
ABHD5	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Cilia in respiratory epithelium and fallopian tubes displayed strong positivity. Renal tubules, pancreatic ducts and sebaceous glands in skin showed strong cytoplasmic and membranous positivity. Gastrointestinal tract and adrenal cortex displayed weak to moderate cytoplasmic immunoreactivity. Remaining normal tissues were negative.,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
ANOS1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
AKAP8L	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
MBTD1	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
UTP18	Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia),Non-ciliated cells,Ciliated cells (cell body),Ciliated cells (cilia axoneme),Ciliated cells (ciliary rootlets),Ciliated cells (tip of cilia)	NA	NA	NA	NA	YES	NO	NO	NO	NO
RNF216	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
TTC19	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
PTBP1	NA	NA	NA	NA	NA	NO	NO	NO	NO	NO
